state,tmax,tmin,tmed,date
CE,33.71,22.64,27.29,20200129
DF,28.71,19.04,22.6,20200129
ES,32.9,23.21,26.74,20200129
GO,29.9,20.85,24.09,20200129
MA,33.14,22.87,26.61,20200129
MG,30.19,20.07,23.94,20200129
MS,32.97,23.54,27.37,20200129
MT,31.62,22.63,25.36,20200129
PA,31.42,22.48,25.68,20200129
PB,34.78,23.76,28.14,20200129
PE,33.08,22.58,26.97,20200129
PI,33.41,21.93,26.56,20200129
PR,29.18,20.4,24.06,20200129
RJ,33.05,22.65,26.7,20200129
RN,35.22,24.98,29.06,20200129
RO,32.0,22.69,25.84,20200129
RR,33.83,22.75,27.34,20200129
RS,27.98,20.32,23.52,20200129
SC,25.26,18.29,21.04,20200129
SE,33.74,24.11,27.95,20200129
SP,32.11,20.65,25.54,20200129
TO,32.5,22.33,25.92,20200129
AC,32.83,22.62,25.72,20200130
AL,32.67,23.09,27.11,20200130
AM,33.18,23.35,27.02,20200130
AP,31.8,23.62,26.34,20200130
BA,31.86,20.68,25.74,20200130
CE,32.11,23.44,27.36,20200130
DF,30.52,19.06,23.66,20200130
ES,32.85,22.72,26.66,20200130
GO,31.85,20.92,24.87,20200130
MA,32.85,23.03,26.95,20200130
MG,31.97,20.94,25.35,20200130
MS,31.26,23.16,25.87,20200130
MT,32.61,22.43,25.69,20200130
PA,32.63,22.72,26.11,20200130
PB,34.02,23.08,27.86,20200130
PE,32.99,21.79,26.78,20200130
PI,33.48,21.64,26.99,20200130
PR,26.99,20.22,22.81,20200130
RJ,35.65,23.28,27.78,20200130
RN,34.18,25.26,28.86,20200130
RO,30.14,23.49,25.83,20200130
RR,33.64,23.36,27.36,20200130
RS,27.2,20.28,23.13,20200130
SC,26.9,19.0,21.7,20200130
SE,33.05,23.09,27.34,20200130
SP,31.48,21.9,25.73,20200130
TO,34.21,22.05,26.71,20200130
AC,33.42,23.06,26.8,20200131
AL,33.54,22.72,27.19,20200131
AM,33.56,23.74,27.2,20200131
AP,28.6,23.0,25.52,20200131
BA,31.92,20.4,25.63,20200131
CE,29.63,22.88,25.61,20200131
DF,31.15,19.29,24.25,20200131
ES,33.11,22.45,26.55,20200131
GO,32.38,21.26,25.64,20200131
MA,32.98,22.84,27.02,20200131
MG,31.8,20.23,25.18,20200131
MS,31.21,21.59,24.71,20200131
MT,33.95,22.43,26.26,20200131
PA,31.25,22.35,25.74,20200131
PB,32.6,22.69,27.01,20200131
PE,32.88,21.67,26.62,20200131
PI,33.41,21.19,26.65,20200131
PR,28.93,20.31,23.44,20200131
RJ,35.01,23.23,27.55,20200131
RN,32.55,24.89,28.15,20200131
RO,33.69,23.13,26.77,20200131
RR,33.7,23.49,26.88,20200131
RS,28.54,19.37,22.79,20200131
SC,28.39,18.7,22.26,20200131
SE,33.55,23.02,27.52,20200131
SP,30.54,21.13,24.57,20200131
TO,34.48,23.09,27.49,20200131
AC,31.42,23.33,26.02,20200201
AL,32.77,24.52,27.82,20200201
AM,33.0,23.33,26.92,20200201
AP,31.78,22.68,26.22,20200201
BA,32.59,20.41,25.91,20200201
CE,32.39,21.91,25.7,20200201
DF,30.99,18.05,24.13,20200201
ES,34.45,21.94,26.89,20200201
GO,32.54,21.19,25.68,20200201
MA,32.4,22.91,26.74,20200201
MG,32.38,20.34,25.51,20200201
MS,31.68,22.68,26.06,20200201
MT,33.65,22.79,26.61,20200201
PA,32.68,22.86,26.41,20200201
PB,32.43,21.47,25.64,20200201
PE,32.96,22.35,26.58,20200201
PI,33.32,21.85,26.8,20200201
PR,29.51,20.24,24.16,20200201
RJ,34.15,22.98,27.06,20200201
RN,32.99,22.77,26.98,20200201
RO,33.29,23.87,27.1,20200201
RR,32.74,23.05,26.99,20200201
RS,29.83,17.46,22.81,20200201
SC,28.68,17.35,22.13,20200201
SE,33.33,24.21,27.81,20200201
SP,30.07,21.86,25.05,20200201
TO,33.61,22.8,27.01,20200201
AC,30.53,23.1,25.86,20200202
AL,34.13,24.21,27.94,20200202
AM,31.4,23.51,26.51,20200202
AP,31.57,21.37,25.79,20200202
BA,32.4,21.35,26.15,20200202
CE,32.05,22.38,26.32,20200202
DF,31.15,19.01,24.46,20200202
ES,33.02,22.57,26.67,20200202
GO,33.01,21.25,25.83,20200202
MA,32.45,23.45,27.06,20200202
MG,32.44,19.96,25.18,20200202
MS,31.53,22.81,25.84,20200202
MT,33.87,22.57,26.78,20200202
PA,32.34,22.58,26.4,20200202
PB,31.42,22.26,25.84,20200202
PE,32.28,22.68,26.59,20200202
PI,32.46,22.44,26.6,20200202
PR,25.56,20.85,22.76,20200202
RJ,31.22,23.23,26.02,20200202
RN,31.95,23.79,27.0,20200202
RO,31.79,23.04,26.17,20200202
RR,33.28,22.17,26.92,20200202
RS,31.19,18.81,24.13,20200202
SC,25.98,18.6,21.76,20200202
SE,33.96,24.72,28.18,20200202
SP,29.25,21.02,24.04,20200202
TO,33.33,22.44,26.85,20200202
AC,31.79,23.13,25.83,20200203
AL,33.64,24.06,27.93,20200203
AM,33.41,23.46,27.08,20200203
AP,31.29,22.31,25.72,20200203
BA,31.26,21.59,25.82,20200203
CE,32.36,23.1,26.77,20200203
DF,31.24,18.95,24.33,20200203
ES,33.31,22.61,26.75,20200203
GO,32.64,21.13,25.64,20200203
MA,31.91,23.46,26.71,20200203
MG,32.11,20.26,25.24,20200203
MS,31.77,22.67,26.26,20200203
MT,33.5,23.07,26.71,20200203
PA,31.36,22.81,26.05,20200203
PB,32.32,23.16,26.5,20200203
PE,31.32,22.73,25.82,20200203
PI,32.07,22.04,26.17,20200203
PR,27.21,18.18,21.35,20200203
RJ,31.45,22.46,25.62,20200203
RN,33.2,24.06,27.74,20200203
RO,31.36,23.99,26.59,20200203
RR,34.18,21.42,26.98,20200203
RS,30.96,19.5,24.44,20200203
SC,27.11,18.23,21.36,20200203
SE,34.26,24.91,28.55,20200203
SP,28.94,20.79,23.91,20200203
TO,31.99,21.58,25.6,20200203
AC,31.85,22.93,25.95,20200204
AL,32.79,23.86,27.4,20200204
AM,33.15,23.28,26.93,20200204
AP,30.31,22.87,25.78,20200204
BA,30.42,21.48,25.14,20200204
CE,31.41,23.09,26.29,20200204
DF,28.11,19.07,22.38,20200204
ES,32.68,22.02,26.41,20200204
GO,30.29,20.6,24.25,20200204
MA,31.82,23.31,26.4,20200204
MG,30.38,20.63,24.64,20200204
MS,32.3,22.13,25.91,20200204
MT,31.76,22.08,25.29,20200204
PA,30.99,22.18,25.45,20200204
PB,32.67,22.83,26.64,20200204
PE,31.75,22.12,25.84,20200204
PI,31.89,22.11,25.89,20200204
PR,26.25,18.31,22.01,20200204
RJ,30.79,22.82,25.72,20200204
RN,32.75,24.21,27.92,20200204
RO,29.75,23.02,25.36,20200204
RR,33.46,22.29,26.94,20200204
RS,31.5,19.91,24.98,20200204
SC,25.99,17.19,20.84,20200204
SE,32.51,24.34,27.74,20200204
SP,29.38,20.03,23.36,20200204
TO,31.32,21.98,25.38,20200204
AC,31.43,23.61,26.16,20200205
AL,33.18,23.51,27.25,20200205
AM,33.21,23.27,27.01,20200205
AP,31.5,22.24,26.0,20200205
BA,30.66,21.42,25.09,20200205
CE,29.65,21.96,24.91,20200205
DF,29.06,18.33,22.22,20200205
ES,32.03,23.08,26.32,20200205
GO,29.35,20.87,24.04,20200205
MA,30.24,22.87,25.25,20200205
MG,29.0,20.55,23.85,20200205
MS,31.65,22.78,26.03,20200205
MT,31.37,22.64,25.47,20200205
PA,30.76,22.04,25.19,20200205
PB,32.22,22.43,26.52,20200205
PE,31.61,22.0,25.8,20200205
PI,29.43,21.89,24.71,20200205
PR,28.9,19.94,23.29,20200205
RJ,30.05,23.29,25.47,20200205
RN,32.5,23.92,27.69,20200205
RO,31.56,23.4,25.86,20200205
RR,33.63,22.23,26.97,20200205
RS,32.18,20.64,25.7,20200205
SC,26.87,18.93,21.86,20200205
SE,32.09,23.84,27.27,20200205
SP,30.1,20.83,24.15,20200205
TO,30.46,22.34,25.02,20200205
AC,30.31,23.26,25.34,20200206
AL,32.62,23.66,27.3,20200206
AM,32.94,23.33,26.97,20200206
AP,32.25,22.34,26.57,20200206
BA,29.78,20.84,24.47,20200206
CE,31.42,21.89,25.42,20200206
DF,26.04,18.89,21.52,20200206
ES,30.37,22.04,25.61,20200206
GO,28.83,20.94,23.71,20200206
MA,31.35,22.03,25.44,20200206
MG,27.41,20.2,23.04,20200206
MS,32.66,22.43,26.17,20200206
MT,30.41,22.46,25.09,20200206
PA,31.18,22.08,25.47,20200206
PB,32.74,22.27,26.52,20200206
PE,31.5,21.31,25.39,20200206
PI,29.23,21.38,24.45,20200206
PR,30.39,20.01,24.01,20200206
RJ,28.12,21.88,24.12,20200206
RN,33.26,23.39,27.5,20200206
RO,31.49,23.51,26.11,20200206
RR,33.17,22.32,26.72,20200206
RS,33.62,21.3,26.53,20200206
SC,28.3,19.21,22.53,20200206
SE,31.39,23.93,27.04,20200206
SP,29.88,20.96,24.3,20200206
TO,30.69,22.05,25.04,20200206
AC,30.52,23.13,25.35,20200207
AL,33.61,23.52,27.6,20200207
AM,32.31,23.1,26.59,20200207
AP,30.41,22.61,25.83,20200207
BA,29.75,21.0,24.57,20200207
CE,32.35,22.42,26.37,20200207
DF,21.75,17.75,19.7,20200207
ES,29.8,22.14,24.85,20200207
GO,26.69,20.05,22.57,20200207
MA,31.71,22.92,26.32,20200207
MG,27.29,19.54,22.42,20200207
MS,32.89,22.65,26.88,20200207
MT,30.12,22.5,24.86,20200207
PA,30.04,22.18,25.14,20200207
PB,32.96,22.79,26.94,20200207
PE,31.68,22.07,25.81,20200207
PI,32.22,21.53,25.59,20200207
PR,29.13,20.1,23.8,20200207
RJ,29.92,22.18,24.97,20200207
RN,33.58,24.27,28.2,20200207
RO,31.12,23.51,26.25,20200207
RR,32.82,22.06,26.05,20200207
RS,33.28,21.68,26.73,20200207
SC,27.38,19.27,22.34,20200207
SE,32.82,23.74,27.57,20200207
SP,28.36,20.45,23.48,20200207
TO,28.84,22.4,24.54,20200207
AC,31.9,22.77,25.88,20200208
AL,33.42,23.25,27.82,20200208
AM,32.77,23.24,26.91,20200208
AP,29.43,22.56,24.91,20200208
BA,28.75,20.72,24.01,20200208
CE,31.88,22.88,26.49,20200208
DF,21.44,17.99,19.26,20200208
ES,31.05,21.33,24.53,20200208
GO,24.95,19.92,21.92,20200208
MA,29.33,22.92,25.34,20200208
MG,27.75,19.1,22.35,20200208
MS,32.21,22.28,26.25,20200208
MT,28.79,21.94,24.42,20200208
PA,27.86,22.12,24.33,20200208
PB,32.97,22.62,27.12,20200208
PE,31.56,21.52,25.64,20200208
PI,28.41,21.72,24.67,20200208
PR,29.59,20.44,24.18,20200208
RJ,31.49,21.38,25.32,20200208
RN,33.6,24.04,28.29,20200208
RO,29.42,23.14,25.43,20200208
RR,32.32,21.91,26.19,20200208
RS,33.52,21.79,26.77,20200208
SC,28.79,19.97,23.0,20200208
SE,33.53,23.87,27.96,20200208
SP,29.94,20.21,24.11,20200208
TO,27.59,21.78,23.7,20200208
AC,32.53,23.14,26.21,20200209
AL,33.52,23.98,27.85,20200209
AM,34.02,23.58,27.35,20200209
AP,29.4,22.48,24.73,20200209
BA,30.06,21.17,24.67,20200209
CE,33.27,22.98,26.93,20200209
DF,23.39,17.36,19.75,20200209
ES,33.76,21.78,26.42,20200209
GO,25.62,19.76,21.91,20200209
MA,31.77,22.98,25.93,20200209
MG,28.24,19.52,22.79,20200209
MS,32.14,22.81,26.25,20200209
MT,27.91,21.92,23.98,20200209
PA,28.65,21.75,24.24,20200209
PB,33.32,22.64,27.32,20200209
PE,32.22,22.27,26.16,20200209
PI,31.49,22.24,25.67,20200209
PR,30.74,20.78,24.74,20200209
RJ,34.03,22.07,26.81,20200209
RN,34.4,23.99,28.51,20200209
RO,30.39,23.14,25.65,20200209
RR,33.6,22.42,26.76,20200209
RS,28.41,20.3,23.67,20200209
SC,27.66,20.2,22.94,20200209
SE,33.7,24.32,28.17,20200209
SP,29.0,21.14,24.3,20200209
TO,29.4,21.11,23.95,20200209
AC,30.82,22.99,25.65,20200210
AL,32.86,24.36,27.94,20200210
AM,33.69,23.49,27.32,20200210
AP,30.86,22.3,25.7,20200210
BA,32.43,21.53,25.84,20200210
CE,32.15,22.81,26.91,20200210
DF,29.02,18.2,21.92,20200210
ES,34.46,22.08,26.52,20200210
GO,29.24,20.36,23.31,20200210
MA,32.13,23.02,26.3,20200210
MG,29.82,20.13,23.62,20200210
MS,31.49,23.36,26.5,20200210
MT,30.89,21.82,24.47,20200210
PA,31.52,22.03,25.42,20200210
PB,33.92,22.83,27.68,20200210
PE,33.01,22.55,26.95,20200210
PI,33.09,21.66,25.89,20200210
PR,26.52,19.77,22.71,20200210
RJ,31.35,23.34,26.59,20200210
RN,34.14,24.24,28.54,20200210
RO,31.09,23.07,25.8,20200210
RR,33.73,22.03,27.04,20200210
RS,27.45,15.33,20.98,20200210
SC,23.06,16.32,19.21,20200210
SE,32.11,25.05,28.03,20200210
SP,25.7,20.91,22.82,20200210
TO,32.91,22.01,25.77,20200210
AC,31.15,23.02,25.26,20200211
AL,33.72,24.05,28.11,20200211
AM,32.75,23.4,26.82,20200211
AP,30.97,23.43,26.1,20200211
BA,33.29,21.71,26.61,20200211
CE,33.38,23.65,27.22,20200211
DF,29.68,18.83,22.73,20200211
ES,31.65,22.79,26.56,20200211
GO,31.7,21.09,25.03,20200211
MA,32.28,23.33,26.73,20200211
MG,29.43,20.33,23.98,20200211
MS,30.36,22.67,25.6,20200211
MT,32.67,22.6,25.84,20200211
PA,30.94,22.5,25.82,20200211
PB,33.51,23.28,27.41,20200211
PE,32.79,22.95,26.95,20200211
PI,33.32,22.53,26.93,20200211
PR,26.01,18.03,21.32,20200211
RJ,24.49,20.77,22.39,20200211
RN,34.63,24.77,28.71,20200211
RO,31.71,23.07,25.32,20200211
RR,34.51,22.82,27.94,20200211
RS,28.3,15.35,21.12,20200211
SC,25.11,15.23,19.05,20200211
SE,33.88,24.47,28.2,20200211
SP,25.38,19.32,21.88,20200211
TO,34.13,22.77,27.1,20200211
AC,30.51,23.11,25.23,20200212
AL,31.92,22.81,26.76,20200212
AM,31.81,23.48,26.41,20200212
AP,29.87,23.29,25.67,20200212
BA,32.54,21.04,26.23,20200212
CE,33.46,22.63,27.21,20200212
DF,27.19,19.17,22.42,20200212
ES,28.79,21.36,23.86,20200212
GO,30.22,21.12,24.57,20200212
MA,32.58,23.93,27.07,20200212
MG,28.63,20.08,23.35,20200212
MS,31.5,22.45,25.85,20200212
MT,30.51,22.44,25.25,20200212
PA,29.9,22.65,25.14,20200212
PB,33.7,21.87,27.21,20200212
PE,32.53,21.16,26.29,20200212
PI,33.42,22.35,27.08,20200212
PR,27.91,16.94,21.62,20200212
RJ,24.27,20.28,21.68,20200212
RN,34.62,23.26,28.54,20200212
RO,31.33,23.51,26.6,20200212
RR,30.63,23.22,26.36,20200212
RS,29.64,16.64,22.23,20200212
SC,25.65,15.55,19.46,20200212
SE,32.61,22.97,27.43,20200212
SP,26.51,18.04,21.69,20200212
TO,30.26,22.48,25.86,20200212
AC,29.59,22.75,24.95,20200213
AL,31.75,23.77,26.92,20200213
AM,30.4,22.97,25.88,20200213
AP,31.75,23.46,26.58,20200213
BA,33.06,20.3,26.04,20200213
CE,32.12,23.22,26.75,20200213
DF,27.94,18.84,22.14,20200213
ES,28.54,21.65,24.38,20200213
GO,30.44,20.3,23.85,20200213
MA,33.05,23.56,27.12,20200213
MG,28.83,19.69,23.27,20200213
MS,32.34,22.36,26.21,20200213
MT,31.95,22.11,25.31,20200213
PA,32.0,22.39,25.8,20200213
PB,29.66,23.01,26.09,20200213
PE,30.93,22.55,26.07,20200213
PI,33.39,22.11,26.76,20200213
PR,29.08,16.8,22.01,20200213
RJ,26.05,20.17,22.07,20200213
RN,30.36,24.32,27.0,20200213
RO,29.46,22.89,25.38,20200213
RR,32.74,22.45,26.63,20200213
RS,32.07,17.98,23.87,20200213
SC,27.11,15.01,19.75,20200213
SE,32.53,23.76,27.54,20200213
SP,29.16,17.72,22.41,20200213
TO,33.27,22.11,26.18,20200213
AC,31.83,22.58,25.58,20200214
AL,33.16,24.12,27.78,20200214
AM,31.84,23.11,26.16,20200214
AP,28.75,22.89,25.41,20200214
BA,32.29,21.5,26.16,20200214
CE,33.27,22.13,26.33,20200214
DF,29.32,19.57,23.32,20200214
ES,32.33,20.71,25.0,20200214
GO,32.53,20.85,25.34,20200214
MA,32.5,22.69,26.49,20200214
MG,30.87,19.46,23.89,20200214
MS,33.5,22.91,27.08,20200214
MT,33.71,22.43,26.51,20200214
PA,31.07,22.72,25.97,20200214
PB,33.36,23.07,27.18,20200214
PE,32.41,22.35,26.55,20200214
PI,32.65,22.43,26.47,20200214
PR,29.41,17.27,22.69,20200214
RJ,29.71,20.32,23.81,20200214
RN,34.33,23.85,28.03,20200214
RO,32.87,22.32,26.08,20200214
RR,33.23,22.8,26.93,20200214
RS,29.03,20.17,24.47,20200214
SC,27.77,16.11,20.88,20200214
SE,33.7,24.82,28.37,20200214
SP,31.37,17.81,23.65,20200214
TO,34.73,22.52,27.37,20200214
AC,31.16,23.05,26.1,20200215
AL,33.51,22.98,27.64,20200215
AM,32.23,23.04,26.54,20200215
AP,31.9,22.78,25.83,20200215
BA,32.09,21.65,26.15,20200215
CE,31.91,23.38,26.74,20200215
DF,29.39,17.89,23.06,20200215
ES,32.38,22.22,26.07,20200215
GO,32.41,20.8,25.57,20200215
MA,29.97,22.32,25.48,20200215
MG,31.76,20.2,24.89,20200215
MS,34.75,23.77,28.21,20200215
MT,33.05,23.06,26.73,20200215
PA,31.15,22.4,25.62,20200215
PB,33.54,22.46,27.15,20200215
PE,32.06,22.1,26.42,20200215
PI,30.19,22.1,25.49,20200215
PR,30.63,19.34,23.79,20200215
RJ,32.12,20.97,25.41,20200215
RN,34.38,24.16,28.39,20200215
RO,32.36,24.15,27.45,20200215
RR,33.69,22.51,27.47,20200215
RS,30.34,20.77,24.38,20200215
SC,29.17,18.7,22.35,20200215
SE,33.54,23.82,28.14,20200215
SP,33.12,19.21,25.14,20200215
TO,31.26,22.39,26.15,20200215
AC,32.36,22.57,25.9,20200216
AL,33.37,22.76,27.68,20200216
AM,33.41,23.2,27.02,20200216
AP,30.23,23.45,25.57,20200216
BA,32.67,20.93,25.99,20200216
CE,32.11,22.29,25.86,20200216
DF,29.59,19.03,23.14,20200216
ES,32.89,22.66,26.34,20200216
GO,31.45,20.94,24.82,20200216
MA,31.88,22.54,25.87,20200216
MG,31.39,20.64,25.11,20200216
MS,34.86,24.03,28.3,20200216
MT,33.5,22.5,26.25,20200216
PA,32.2,22.47,26.04,20200216
PB,33.49,22.34,27.12,20200216
PE,32.78,21.92,26.46,20200216
PI,32.02,21.75,25.55,20200216
PR,32.29,20.86,25.26,20200216
RJ,32.47,22.43,26.48,20200216
RN,33.88,23.4,28.23,20200216
RO,32.93,23.37,27.21,20200216
RR,35.28,22.61,28.02,20200216
RS,32.28,20.99,25.5,20200216
SC,29.45,18.95,22.73,20200216
SE,33.33,23.11,27.8,20200216
SP,33.5,20.61,26.13,20200216
TO,32.85,21.81,25.98,20200216
AC,33.39,23.28,26.94,20200217
AL,33.98,23.51,27.96,20200217
AM,33.97,23.8,27.2,20200217
AP,32.04,23.84,26.95,20200217
BA,32.51,20.87,26.14,20200217
CE,31.74,22.57,26.1,20200217
DF,29.33,20.14,23.66,20200217
ES,31.47,22.66,26.23,20200217
GO,31.45,21.37,25.34,20200217
MA,32.78,23.24,26.76,20200217
MG,30.27,20.41,24.54,20200217
MS,35.08,24.43,28.79,20200217
MT,33.76,22.86,26.92,20200217
PA,32.22,22.96,26.36,20200217
PB,33.14,22.7,27.14,20200217
PE,32.69,22.01,26.72,20200217
PI,32.97,21.85,26.58,20200217
PR,33.3,21.51,26.11,20200217
RJ,32.17,22.44,25.8,20200217
RN,33.51,24.48,28.27,20200217
RO,32.67,23.16,26.13,20200217
RR,33.36,23.69,27.9,20200217
RS,32.69,21.9,26.05,20200217
SC,30.77,19.97,23.86,20200217
SE,33.91,23.68,28.0,20200217
SP,33.23,21.17,26.32,20200217
TO,32.05,22.76,26.42,20200217
AC,32.15,23.18,26.35,20200218
AL,33.31,24.43,27.86,20200218
AM,33.24,23.79,27.55,20200218
AP,31.88,24.01,27.11,20200218
BA,32.15,21.31,26.0,20200218
CE,31.32,22.79,25.95,20200218
DF,28.79,19.38,23.84,20200218
ES,32.37,22.33,26.45,20200218
GO,31.46,21.28,25.15,20200218
MA,32.64,23.54,26.98,20200218
MG,31.0,20.33,24.52,20200218
MS,34.96,24.1,28.6,20200218
MT,33.58,23.34,27.07,20200218
PA,32.26,23.14,26.6,20200218
PB,32.54,23.14,26.82,20200218
PE,32.45,23.09,26.67,20200218
PI,32.43,22.44,26.51,20200218
PR,33.09,21.71,26.37,20200218
RJ,33.45,22.23,26.63,20200218
RN,33.0,24.65,28.01,20200218
RO,34.03,23.76,27.93,20200218
RR,34.31,23.7,28.06,20200218
RS,29.41,21.31,24.79,20200218
SC,31.43,20.7,24.62,20200218
SE,33.67,24.99,28.37,20200218
SP,33.09,21.56,26.29,20200218
TO,32.43,22.94,26.39,20200218
AC,59.45,23.35,26.13,20200219
AL,32.49,23.0,27.23,20200219
AM,43.01,23.81,27.18,20200219
AP,43.76,23.88,26.17,20200219
BA,28.44,21.15,25.67,20200219
CE,32.42,22.23,25.81,20200219
DF,29.43,20.4,24.12,20200219
ES,32.84,21.29,26.08,20200219
GO,29.63,21.78,25.18,20200219
MA,39.77,23.39,26.39,20200219
MG,31.12,19.83,24.46,20200219
MS,36.33,23.52,27.72,20200219
MT,41.68,23.34,26.27,20200219
PA,42.13,23.4,25.97,20200219
PB,33.15,22.43,26.64,20200219
PE,32.75,22.04,26.18,20200219
PI,32.27,22.8,26.42,20200219
PR,31.6,20.92,25.17,20200219
RJ,33.76,22.45,27.04,20200219
RN,32.82,23.66,27.32,20200219
RO,24.1,23.92,26.64,20200219
RR,67.45,22.83,27.78,20200219
RS,25.27,17.63,22.35,20200219
SC,29.19,20.08,23.6,20200219
SE,32.07,23.15,27.34,20200219
SP,31.57,21.91,25.97,20200219
TO,34.72,22.45,26.06,20200219
AC,33.34,23.04,26.5,20200220
AL,31.84,22.72,26.61,20200220
AM,32.07,23.69,26.93,20200220
AP,29.22,22.84,25.04,20200220
BA,32.3,20.78,25.64,20200220
CE,31.65,22.64,26.13,20200220
DF,29.09,19.09,22.87,20200220
ES,33.59,21.56,26.53,20200220
GO,30.91,20.85,24.8,20200220
MA,30.05,23.08,25.66,20200220
MG,31.8,19.64,24.7,20200220
MS,32.84,23.99,27.25,20200220
MT,30.06,23.03,25.57,20200220
PA,28.45,22.66,24.88,20200220
PB,31.2,22.12,25.78,20200220
PE,31.41,21.33,25.79,20200220
PI,30.77,22.47,25.96,20200220
PR,32.46,21.16,25.31,20200220
RJ,34.24,22.24,27.22,20200220
RN,32.3,23.34,26.53,20200220
RO,30.79,23.66,26.44,20200220
RR,33.93,22.65,27.47,20200220
RS,28.96,16.96,22.4,20200220
SC,30.52,19.01,23.29,20200220
SE,33.44,23.06,27.61,20200220
SP,31.8,21.62,25.61,20200220
TO,29.33,22.13,24.75,20200220
AC,31.51,23.97,26.59,20200221
AL,32.67,22.93,26.58,20200221
AM,31.67,23.98,26.83,20200221
AP,31.18,22.11,25.25,20200221
BA,32.62,21.11,26.04,20200221
CE,31.03,22.31,25.61,20200221
DF,28.95,17.97,22.6,20200221
ES,34.89,22.51,27.1,20200221
GO,30.27,21.11,24.67,20200221
MA,30.43,22.8,25.59,20200221
MG,31.22,20.03,24.69,20200221
MS,31.22,22.63,25.59,20200221
MT,29.45,22.62,24.85,20200221
PA,29.13,22.13,24.62,20200221
PB,31.55,21.7,25.28,20200221
PE,30.47,21.18,24.9,20200221
PI,30.01,22.14,25.45,20200221
PR,31.05,20.37,24.65,20200221
RJ,32.01,22.51,26.3,20200221
RN,32.33,23.2,26.65,20200221
RO,28.22,23.28,25.37,20200221
RR,33.51,22.87,27.37,20200221
RS,23.66,13.59,18.67,20200221
SC,25.95,17.56,21.26,20200221
SE,33.43,24.04,27.72,20200221
SP,27.87,21.46,24.08,20200221
TO,32.21,22.4,25.73,20200221
AC,27.85,22.8,24.51,20200222
AL,33.6,24.08,27.89,20200222
AM,31.11,23.59,26.31,20200222
AP,31.52,23.12,26.33,20200222
BA,32.9,21.65,26.41,20200222
CE,30.27,22.27,25.72,20200222
DF,28.65,18.63,22.95,20200222
ES,33.11,22.07,26.39,20200222
GO,30.17,21.02,24.5,20200222
MA,31.3,22.61,25.63,20200222
MG,30.82,20.09,24.25,20200222
MS,29.19,20.15,24.28,20200222
MT,28.83,22.39,24.6,20200222
PA,30.51,22.58,25.43,20200222
PB,31.85,23.31,26.53,20200222
PE,31.96,22.52,26.19,20200222
PI,31.81,21.96,25.6,20200222
PR,27.12,16.11,21.29,20200222
RJ,28.7,21.72,24.06,20200222
RN,32.06,24.05,27.37,20200222
RO,25.85,22.31,23.91,20200222
RR,35.25,23.18,28.35,20200222
RS,22.93,10.01,16.04,20200222
SC,24.12,11.37,17.17,20200222
SE,34.57,24.54,28.45,20200222
SP,27.46,20.52,23.27,20200222
TO,31.68,21.8,25.57,20200222
AC,28.77,20.36,23.47,20200223
AL,34.7,24.12,28.49,20200223
AM,31.98,23.22,26.33,20200223
AP,31.5,24.3,27.2,20200223
BA,32.47,22.04,26.41,20200223
CE,32.14,22.31,26.19,20200223
DF,27.95,19.57,22.55,20200223
ES,26.46,20.92,23.46,20200223
GO,30.31,21.09,24.36,20200223
MA,32.46,22.48,26.34,20200223
MG,27.97,20.02,23.05,20200223
MS,30.64,19.08,23.82,20200223
MT,29.76,21.95,24.37,20200223
PA,31.22,22.88,25.97,20200223
PB,33.39,22.96,26.99,20200223
PE,33.26,22.79,27.01,20200223
PI,32.47,22.24,25.94,20200223
PR,27.52,15.33,20.4,20200223
RJ,25.59,19.63,22.11,20200223
RN,32.84,23.99,27.79,20200223
RO,26.33,20.36,22.39,20200223
RR,35.19,23.82,28.78,20200223
RS,27.21,11.9,18.33,20200223
SC,25.63,11.93,17.31,20200223
SE,35.17,24.35,28.77,20200223
SP,27.61,17.81,21.87,20200223
TO,32.05,22.4,26.11,20200223
AC,32.62,21.0,25.53,20200224
AL,33.15,24.22,28.01,20200224
AM,31.92,23.08,26.37,20200224
AP,30.05,24.08,25.98,20200224
BA,32.41,22.05,26.3,20200224
CE,32.31,23.13,26.85,20200224
DF,26.15,19.69,22.06,20200224
ES,28.87,20.87,23.76,20200224
GO,28.1,21.2,23.77,20200224
MA,33.07,23.37,27.39,20200224
MG,27.56,20.0,22.83,20200224
MS,31.51,21.8,25.69,20200224
MT,31.52,22.05,25.14,20200224
PA,32.97,22.89,26.38,20200224
PB,33.02,22.89,27.03,20200224
PE,32.35,23.0,26.82,20200224
PI,33.38,22.42,26.79,20200224
PR,28.92,17.94,22.61,20200224
RJ,25.92,19.32,22.34,20200224
RN,33.87,24.56,28.34,20200224
RO,31.08,21.45,24.92,20200224
RR,31.95,24.46,27.39,20200224
RS,30.98,15.64,21.99,20200224
SC,27.5,15.47,19.94,20200224
SE,33.53,24.75,28.22,20200224
SP,27.68,19.13,22.73,20200224
TO,33.29,22.45,26.39,20200224
AC,32.58,22.97,26.56,20200225
AL,33.47,24.36,28.04,20200225
AM,31.74,23.15,26.2,20200225
AP,30.13,23.55,25.77,20200225
BA,32.96,21.8,26.48,20200225
CE,31.92,23.53,26.79,20200225
DF,28.0,19.03,21.97,20200225
